label -> error: 0.0028563188	CV error: 0.0036691232	epochs: 366000 / 1000000
label -> error: 0.0039588297	CV error: 0.0028249035	epochs: 367000 / 1000000
label -> error: 0.0038144412	CV error: 0.0030670175	epochs: 368000 / 1000000
label -> error: 0.0030730215	CV error: 0.0031897018	epochs: 369000 / 1000000
label -> error: 0.0030175762	CV error: 0.002685818	epochs: 370000 / 1000000
label -> error: 0.0036527915	CV error: 0.0031955359	epochs: 371000 / 1000000
label -> error: 0.0023883642	CV error: 0.0025342153	epochs: 372000 / 1000000
label -> error: 0.0030774667	CV error: 0.002742504	epochs: 373000 / 1000000
label -> error: 0.0032924158	CV error: 0.0039199935	epochs: 374000 / 1000000
label -> error: 0.0032275706	CV error: 0.0036389406	epochs: 375000 / 1000000
label -> error: 0.003273859	CV error: 0.0035166685	epochs: 376000 / 1000000
label -> error: 0.0037568803	CV error: 0.0034913614	epochs: 377000 / 1000000
label -> error: 0.003228661	CV error: 0.0030815552	epochs: 378000 / 1000000
label -> error: 0.0034014008	CV error: 0.0033264277	epochs: 379000 / 1000000
label -> error: 0.0037232426	CV error: 0.0027235614	epochs: 380000 / 1000000
label -> error: 0.0027026632	CV error: 0.0037207452	epochs: 381000 / 1000000
label -> error: 0.0025094287	CV error: 0.0030326757	epochs: 382000 / 1000000
label -> error: 0.00352675	CV error: 0.0030729307	epochs: 383000 / 1000000
label -> error: 0.0034430004	CV error: 0.0029390003	epochs: 384000 / 1000000
label -> error: 0.0036183938	CV error: 0.0037734464	epochs: 385000 / 1000000
label -> error: 0.0023134078	CV error: 0.0030622934	epochs: 386000 / 1000000
label -> error: 0.0028835863	CV error: 0.004013095	epochs: 387000 / 1000000
label -> error: 0.0034782528	CV error: 0.0038484966	epochs: 388000 / 1000000
label -> error: 0.0027074649	CV error: 0.0031079387	epochs: 389000 / 1000000
label -> error: 0.0033413556	CV error: 0.0028804054	epochs: 390000 / 1000000
label -> error: 0.003341364	CV error: 0.003349571	epochs: 391000 / 1000000
label -> error: 0.0024447083	CV error: 0.0031820568	epochs: 392000 / 1000000
label -> error: 0.0030565716	CV error: 0.0031526212	epochs: 393000 / 1000000
label -> error: 0.0029689425	CV error: 0.0030788789	epochs: 394000 / 1000000
label -> error: 0.002483974	CV error: 0.0027447357	epochs: 395000 / 1000000
label -> error: 0.0029922768	CV error: 0.0021309825	epochs: 396000 / 1000000
label -> error: 0.0032955196	CV error: 0.0033392932	epochs: 397000 / 1000000
label -> error: 0.0029410287	CV error: 0.0036832786	epochs: 398000 / 1000000
label -> error: 0.003073014	CV error: 0.002855776	epochs: 399000 / 1000000
label -> error: 0.0030630862	CV error: 0.0026908258	epochs: 400000 / 1000000
label -> error: 0.0029783226	CV error: 0.0026465005	epochs: 401000 / 1000000
label -> error: 0.003325151	CV error: 0.0036456976	epochs: 402000 / 1000000
label -> error: 0.0033750518	CV error: 0.002293447	epochs: 403000 / 1000000
label -> error: 0.0032301382	CV error: 0.0030290636	epochs: 404000 / 1000000
label -> error: 0.0026790895	CV error: 0.0028216264	epochs: 405000 / 1000000
label -> error: 0.0023825192	CV error: 0.0030973873	epochs: 406000 / 1000000
label -> error: 0.0029902214	CV error: 0.003780348	epochs: 407000 / 1000000
label -> error: 0.003603925	CV error: 0.0028213407	epochs: 408000 / 1000000
label -> error: 0.003270711	CV error: 0.0030948473	epochs: 409000 / 1000000
label -> error: 0.003131414	CV error: 0.002542329	epochs: 410000 / 1000000
label -> error: 0.0030039065	CV error: 0.0034651114	epochs: 411000 / 1000000
label -> error: 0.0036567142	CV error: 0.0039002227	epochs: 412000 / 1000000
label -> error: 0.0031199802	CV error: 0.0025271256	epochs: 413000 / 1000000
label -> error: 0.003012541	CV error: 0.0024773802	epochs: 414000 / 1000000
label -> error: 0.0036568241	CV error: 0.0031792445	epochs: 415000 / 1000000
label -> error: 0.0032528024	CV error: 0.0035849926	epochs: 416000 / 1000000
label -> error: 0.0030149596	CV error: 0.0021674323	epochs: 417000 / 1000000
label -> error: 0.003292697	CV error: 0.0033548288	epochs: 418000 / 1000000
label -> error: 0.0034713433	CV error: 0.003691894	epochs: 419000 / 1000000
label -> error: 0.0026784437	CV error: 0.0031411846	epochs: 420000 / 1000000
label -> error: 0.0027339403	CV error: 0.0035452144	epochs: 421000 / 1000000
label -> error: 0.0035410256	CV error: 0.0037373442	epochs: 422000 / 1000000
label -> error: 0.0030613912	CV error: 0.0031656483	epochs: 423000 / 1000000
label -> error: 0.0035333096	CV error: 0.002890396	epochs: 424000 / 1000000
label -> error: 0.0037457934	CV error: 0.0032505952	epochs: 425000 / 1000000
label -> error: 0.0036174075	CV error: 0.0026230596	epochs: 426000 / 1000000
label -> error: 0.003248107	CV error: 0.003213439	epochs: 427000 / 1000000
label -> error: 0.0029695542	CV error: 0.0034165569	epochs: 428000 / 1000000
label -> error: 0.0031737862	CV error: 0.0023936564	epochs: 429000 / 1000000
label -> error: 0.0033227461	CV error: 0.0029623196	epochs: 430000 / 1000000
label -> error: 0.003824706	CV error: 0.0031385238	epochs: 431000 / 1000000
label -> error: 0.003302606	CV error: 0.0032212343	epochs: 432000 / 1000000
label -> error: 0.0031462247	CV error: 0.0035550024	epochs: 433000 / 1000000
label -> error: 0.0033052545	CV error: 0.003327867	epochs: 434000 / 1000000
label -> error: 0.0032468818	CV error: 0.003336119	epochs: 435000 / 1000000
label -> error: 0.0030161487	CV error: 0.0031141185	epochs: 436000 / 1000000
label -> error: 0.003095767	CV error: 0.0035821577	epochs: 437000 / 1000000
label -> error: 0.0029729186	CV error: 0.003064455	epochs: 438000 / 1000000
label -> error: 0.002946869	CV error: 0.0028753676	epochs: 439000 / 1000000
label -> error: 0.003068327	CV error: 0.003610292	epochs: 440000 / 1000000
label -> error: 0.0032586898	CV error: 0.003061445	epochs: 441000 / 1000000
label -> error: 0.0034163564	CV error: 0.0028849822	epochs: 442000 / 1000000
label -> error: 0.0028749006	CV error: 0.0031775304	epochs: 443000 / 1000000
label -> error: 0.0024578688	CV error: 0.0035485583	epochs: 444000 / 1000000
label -> error: 0.003456819	CV error: 0.0031233279	epochs: 445000 / 1000000
label -> error: 0.0031142684	CV error: 0.0031817213	epochs: 446000 / 1000000
label -> error: 0.0035066288	CV error: 0.0028874676	epochs: 447000 / 1000000
label -> error: 0.0034393675	CV error: 0.0027848433	epochs: 448000 / 1000000
label -> error: 0.0039404035	CV error: 0.0024978963	epochs: 449000 / 1000000
label -> error: 0.0035804964	CV error: 0.0033137226	epochs: 450000 / 1000000
label -> error: 0.003550893	CV error: 0.0034448258	epochs: 451000 / 1000000
label -> error: 0.002488045	CV error: 0.0024389068	epochs: 452000 / 1000000
label -> error: 0.002823874	CV error: 0.0033787142	epochs: 453000 / 1000000
label -> error: 0.0030234347	CV error: 0.0033040813	epochs: 454000 / 1000000
label -> error: 0.0026643996	CV error: 0.0026762888	epochs: 455000 / 1000000
label -> error: 0.0036534276	CV error: 0.0026439396	epochs: 456000 / 1000000
label -> error: 0.002906675	CV error: 0.003109778	epochs: 457000 / 1000000
label -> error: 0.00383189	CV error: 0.00400564	epochs: 458000 / 1000000
label -> error: 0.0029919492	CV error: 0.0032631415	epochs: 459000 / 1000000
label -> error: 0.002356323	CV error: 0.0034098716	epochs: 460000 / 1000000
label -> error: 0.0031613158	CV error: 0.0034824049	epochs: 461000 / 1000000
label -> error: 0.0030196563	CV error: 0.0030557823	epochs: 462000 / 1000000
label -> error: 0.0034137166	CV error: 0.0030258377	epochs: 463000 / 1000000
label -> error: 0.0027302986	CV error: 0.0035201507	epochs: 464000 / 1000000
label -> error: 0.0030844156	CV error: 0.0032096736	epochs: 465000 / 1000000
label -> error: 0.0024459884	CV error: 0.0028978097	epochs: 466000 / 1000000
label -> error: 0.0031172454	CV error: 0.0039626933	epochs: 467000 / 1000000
label -> error: 0.0030515245	CV error: 0.0031347186	epochs: 468000 / 1000000
label -> error: 0.002617434	CV error: 0.0031496168	epochs: 469000 / 1000000
label -> error: 0.00237797	CV error: 0.0034334396	epochs: 470000 / 1000000
label -> error: 0.0025212711	CV error: 0.0029274346	epochs: 471000 / 1000000
label -> error: 0.003286533	CV error: 0.0030023372	epochs: 472000 / 1000000
label -> error: 0.0032320265	CV error: 0.003076814	epochs: 473000 / 1000000
label -> error: 0.0023309847	CV error: 0.0030804747	epochs: 474000 / 1000000
label -> error: 0.0029341732	CV error: 0.002940186	epochs: 475000 / 1000000
label -> error: 0.0032426622	CV error: 0.0027015058	epochs: 476000 / 1000000
label -> error: 0.0031919247	CV error: 0.0034635384	epochs: 477000 / 1000000
label -> error: 0.0030750227	CV error: 0.0023712497	epochs: 478000 / 1000000
label -> error: 0.0030254992	CV error: 0.0034181953	epochs: 479000 / 1000000
label -> error: 0.0031399848	CV error: 0.003332394	epochs: 480000 / 1000000
label -> error: 0.0027210908	CV error: 0.0035856946	epochs: 481000 / 1000000
label -> error: 0.0027309728	CV error: 0.003031144	epochs: 482000 / 1000000
label -> error: 0.0035397827	CV error: 0.00213228	epochs: 483000 / 1000000
label -> error: 0.002842031	CV error: 0.0031201907	epochs: 484000 / 1000000
label -> error: 0.002664341	CV error: 0.003176508	epochs: 485000 / 1000000
label -> error: 0.003179066	CV error: 0.003054647	epochs: 486000 / 1000000
label -> error: 0.004070773	CV error: 0.0029988608	epochs: 487000 / 1000000
label -> error: 0.0033625248	CV error: 0.0034524736	epochs: 488000 / 1000000
label -> error: 0.0027445653	CV error: 0.0036854332	epochs: 489000 / 1000000
label -> error: 0.003476325	CV error: 0.0034986304	epochs: 490000 / 1000000
label -> error: 0.0031116933	CV error: 0.0028311808	epochs: 491000 / 1000000
label -> error: 0.0025545014	CV error: 0.0027831632	epochs: 492000 / 1000000
label -> error: 0.0037801887	CV error: 0.003872796	epochs: 493000 / 1000000
label -> error: 0.0028020064	CV error: 0.0026300403	epochs: 494000 / 1000000
label -> error: 0.0032574036	CV error: 0.002994704	epochs: 495000 / 1000000
label -> error: 0.0027084895	CV error: 0.002594687	epochs: 496000 / 1000000
label -> error: 0.0032824264	CV error: 0.0033559403	epochs: 497000 / 1000000
label -> error: 0.0036573203	CV error: 0.0033294677	epochs: 498000 / 1000000
label -> error: 0.0030273825	CV error: 0.0028502725	epochs: 499000 / 1000000
label -> error: 0.0031112586	CV error: 0.0029380294	epochs: 500000 / 1000000
label -> error: 0.0035624274	CV error: 0.0032094806	epochs: 501000 / 1000000
label -> error: 0.003146677	CV error: 0.00269881	epochs: 502000 / 1000000
label -> error: 0.0025208264	CV error: 0.0034180896	epochs: 503000 / 1000000
label -> error: 0.0034842442	CV error: 0.0032750892	epochs: 504000 / 1000000
label -> error: 0.0033998326	CV error: 0.0032338588	epochs: 505000 / 1000000
label -> error: 0.0031067906	CV error: 0.002912559	epochs: 506000 / 1000000
label -> error: 0.003938686	CV error: 0.0030298699	epochs: 507000 / 1000000
label -> error: 0.0035603845	CV error: 0.003112068	epochs: 508000 / 1000000
label -> error: 0.0034154821	CV error: 0.0032814082	epochs: 509000 / 1000000
label -> error: 0.001840062	CV error: 0.0031736228	epochs: 510000 / 1000000
label -> error: 0.0033905376	CV error: 0.0039114654	epochs: 511000 / 1000000
label -> error: 0.0029357206	CV error: 0.001979331	epochs: 512000 / 1000000
label -> error: 0.0034598284	CV error: 0.0034551986	epochs: 513000 / 1000000
label -> error: 0.0033858384	CV error: 0.0033641255	epochs: 514000 / 1000000
label -> error: 0.003926038	CV error: 0.003143741	epochs: 515000 / 1000000
label -> error: 0.002115948	CV error: 0.003149119	epochs: 516000 / 1000000
label -> error: 0.002901347	CV error: 0.003524473	epochs: 517000 / 1000000
label -> error: 0.00329445	CV error: 0.0031849956	epochs: 518000 / 1000000
label -> error: 0.0019386768	CV error: 0.0034069137	epochs: 519000 / 1000000
label -> error: 0.002548094	CV error: 0.003114675	epochs: 520000 / 1000000
label -> error: 0.0027280636	CV error: 0.0027504677	epochs: 521000 / 1000000
label -> error: 0.0026471014	CV error: 0.0019016364	epochs: 522000 / 1000000
label -> error: 0.0029100268	CV error: 0.0028577647	epochs: 523000 / 1000000
label -> error: 0.0029902868	CV error: 0.0029340514	epochs: 524000 / 1000000
label -> error: 0.0035278248	CV error: 0.0035040558	epochs: 525000 / 1000000
label -> error: 0.0030143685	CV error: 0.00355269	epochs: 526000 / 1000000
label -> error: 0.0035886026	CV error: 0.0030928468	epochs: 527000 / 1000000
label -> error: 0.0034975945	CV error: 0.003014221	epochs: 528000 / 1000000
label -> error: 0.0032416992	CV error: 0.002868039	epochs: 529000 / 1000000
label -> error: 0.0038330047	CV error: 0.0026331218	epochs: 530000 / 1000000
label -> error: 0.0028036358	CV error: 0.003296546	epochs: 531000 / 1000000
label -> error: 0.004012958	CV error: 0.002788109	epochs: 532000 / 1000000
label -> error: 0.003181892	CV error: 0.0024255372	epochs: 533000 / 1000000
label -> error: 0.003413123	CV error: 0.003388063	epochs: 534000 / 1000000
label -> error: 0.00344956	CV error: 0.0032192438	epochs: 535000 / 1000000
label -> error: 0.0038284147	CV error: 0.0033507873	epochs: 536000 / 1000000
label -> error: 0.0037835743	CV error: 0.003692291	epochs: 537000 / 1000000
label -> error: 0.0021885259	CV error: 0.003422555	epochs: 538000 / 1000000
label -> error: 0.0036978223	CV error: 0.0030102236	epochs: 539000 / 1000000
label -> error: 0.0033532525	CV error: 0.0034909097	epochs: 540000 / 1000000
label -> error: 0.0030208428	CV error: 0.0031121701	epochs: 541000 / 1000000
label -> error: 0.0025108303	CV error: 0.003108413	epochs: 542000 / 1000000
label -> error: 0.0031679547	CV error: 0.0024242774	epochs: 543000 / 1000000
label -> error: 0.0030880177	CV error: 0.002871154	epochs: 544000 / 1000000
label -> error: 0.003041622	CV error: 0.0031470847	epochs: 545000 / 1000000
label -> error: 0.0028397038	CV error: 0.003000714	epochs: 546000 / 1000000
label -> error: 0.0032284886	CV error: 0.0029222288	epochs: 547000 / 1000000
label -> error: 0.0032745774	CV error: 0.0027027763	epochs: 548000 / 1000000
label -> error: 0.002107408	CV error: 0.0029192332	epochs: 549000 / 1000000
label -> error: 0.0032717874	CV error: 0.0026002151	epochs: 550000 / 1000000
label -> error: 0.0035752058	CV error: 0.003261468	epochs: 551000 / 1000000
label -> error: 0.0039237887	CV error: 0.002882329	epochs: 552000 / 1000000
label -> error: 0.0032357809	CV error: 0.001496607	epochs: 553000 / 1000000
label -> error: 0.0032169095	CV error: 0.0033796025	epochs: 554000 / 1000000
label -> error: 0.0027374313	CV error: 0.0029314226	epochs: 555000 / 1000000
label -> error: 0.0032860655	CV error: 0.0029824134	epochs: 556000 / 1000000
label -> error: 0.0035786466	CV error: 0.0032936337	epochs: 557000 / 1000000
label -> error: 0.0037794905	CV error: 0.0030041328	epochs: 558000 / 1000000
label -> error: 0.0032689597	CV error: 0.0039917966	epochs: 559000 / 1000000
label -> error: 0.0028872597	CV error: 0.0031385103	epochs: 560000 / 1000000
label -> error: 0.0023276268	CV error: 0.0031533518	epochs: 561000 / 1000000
label -> error: 0.0025811286	CV error: 0.0033145945	epochs: 562000 / 1000000
label -> error: 0.0032236448	CV error: 0.002523602	epochs: 563000 / 1000000
label -> error: 0.0031370881	CV error: 0.0032161986	epochs: 564000 / 1000000
label -> error: 0.0032482129	CV error: 0.0026894987	epochs: 565000 / 1000000
label -> error: 0.003141606	CV error: 0.003462748	epochs: 566000 / 1000000
label -> error: 0.003494643	CV error: 0.003036719	epochs: 567000 / 1000000
label -> error: 0.001313878	CV error: 0.00361545	epochs: 568000 / 1000000
label -> error: 0.0032193381	CV error: 0.0033119477	epochs: 569000 / 1000000
label -> error: 0.003391887	CV error: 0.0033814027	epochs: 570000 / 1000000
label -> error: 0.0026475443	CV error: 0.00270364	epochs: 571000 / 1000000
label -> error: 0.002713575	CV error: 0.0033432818	epochs: 572000 / 1000000
label -> error: 0.0029561308	CV error: 0.0021183668	epochs: 573000 / 1000000
label -> error: 0.0027828182	CV error: 0.003422515	epochs: 574000 / 1000000
label -> error: 0.0034972667	CV error: 0.0037699074	epochs: 575000 / 1000000
label -> error: 0.0023574834	CV error: 0.0030901213	epochs: 576000 / 1000000
label -> error: 0.0035491667	CV error: 0.0029683525	epochs: 577000 / 1000000
label -> error: 0.0036007566	CV error: 0.0033447067	epochs: 578000 / 1000000
label -> error: 0.003187757	CV error: 0.0031192466	epochs: 579000 / 1000000
label -> error: 0.0032560083	CV error: 0.0034012287	epochs: 580000 / 1000000
label -> error: 0.0031846547	CV error: 0.002719722	epochs: 581000 / 1000000
label -> error: 0.0032327073	CV error: 0.003326265	epochs: 582000 / 1000000
label -> error: 0.0037517922	CV error: 0.0029300556	epochs: 583000 / 1000000
label -> error: 0.003359558	CV error: 0.0031979939	epochs: 584000 / 1000000
label -> error: 0.0034674497	CV error: 0.003987486	epochs: 585000 / 1000000
label -> error: 0.002123214	CV error: 0.0028966176	epochs: 586000 / 1000000
label -> error: 0.0028718913	CV error: 0.0034024685	epochs: 587000 / 1000000
label -> error: 0.0025046095	CV error: 0.0028538385	epochs: 588000 / 1000000
label -> error: 0.0037234973	CV error: 0.0035682304	epochs: 589000 / 1000000
label -> error: 0.0030911656	CV error: 0.003059785	epochs: 590000 / 1000000
label -> error: 0.0034618466	CV error: 0.0030327938	epochs: 591000 / 1000000
label -> error: 0.0033928961	CV error: 0.003790447	epochs: 592000 / 1000000
label -> error: 0.0027429508	CV error: 0.00294043	epochs: 593000 / 1000000
label -> error: 0.003565155	CV error: 0.002829354	epochs: 594000 / 1000000
label -> error: 0.003103007	CV error: 0.0027591183	epochs: 595000 / 1000000
label -> error: 0.003683712	CV error: 0.002999751	epochs: 596000 / 1000000
label -> error: 0.0027685154	CV error: 0.0028804184	epochs: 597000 / 1000000
label -> error: 0.0040181014	CV error: 0.002772351	epochs: 598000 / 1000000
label -> error: 0.0032272022	CV error: 0.0032283154	epochs: 599000 / 1000000
label -> error: 0.0032318812	CV error: 0.003344634	epochs: 600000 / 1000000
label -> error: 0.0030766143	CV error: 0.003411412	epochs: 601000 / 1000000
label -> error: 0.0034344166	CV error: 0.003247987	epochs: 602000 / 1000000
label -> error: 0.0029755286	CV error: 0.003136202	epochs: 603000 / 1000000
label -> error: 0.0030750723	CV error: 0.003564838	epochs: 604000 / 1000000
label -> error: 0.0029904817	CV error: 0.0032306388	epochs: 605000 / 1000000
label -> error: 0.0032320176	CV error: 0.0034289302	epochs: 606000 / 1000000
label -> error: 0.0023727552	CV error: 0.0020155509	epochs: 607000 / 1000000
label -> error: 0.0036496446	CV error: 0.0033876912	epochs: 608000 / 1000000
label -> error: 0.002515521	CV error: 0.0030236437	epochs: 609000 / 1000000
label -> error: 0.0033976047	CV error: 0.0032944307	epochs: 610000 / 1000000
label -> error: 0.0033785591	CV error: 0.002531762	epochs: 611000 / 1000000
label -> error: 0.003900803	CV error: 0.0028295005	epochs: 612000 / 1000000
label -> error: 0.0024983783	CV error: 0.0033630233	epochs: 613000 / 1000000
label -> error: 0.0028804308	CV error: 0.00417438	epochs: 614000 / 1000000
label -> error: 0.003920557	CV error: 0.0027175501	epochs: 615000 / 1000000
label -> error: 0.003233816	CV error: 0.0030165035	epochs: 616000 / 1000000
label -> error: 0.002971812	CV error: 0.0028238564	epochs: 617000 / 1000000
label -> error: 0.0031180163	CV error: 0.0035779232	epochs: 618000 / 1000000
label -> error: 0.0033992846	CV error: 0.0033149444	epochs: 619000 / 1000000
label -> error: 0.00324484	CV error: 0.002512643	epochs: 620000 / 1000000
label -> error: 0.003367954	CV error: 0.003124976	epochs: 621000 / 1000000
label -> error: 0.0027317135	CV error: 0.003183872	epochs: 622000 / 1000000
label -> error: 0.002588122	CV error: 0.0031789187	epochs: 623000 / 1000000
label -> error: 0.002898126	CV error: 0.0033163687	epochs: 624000 / 1000000
label -> error: 0.0036106335	CV error: 0.0030153627	epochs: 625000 / 1000000
label -> error: 0.0034824468	CV error: 0.0029488588	epochs: 626000 / 1000000
label -> error: 0.0032426636	CV error: 0.0036037704	epochs: 627000 / 1000000
label -> error: 0.0034515867	CV error: 0.0031282436	epochs: 628000 / 1000000
label -> error: 0.0026469154	CV error: 0.0029878141	epochs: 629000 / 1000000
